1 0.0000000e+000 -1.3735690e+000
2 0.0000000e+000 -2.3541494e+000
3 0.0000000e+000 -3.1155126e+000
4 0.0000000e+000 -3.4496380e+000
5 0.0000000e+000 -3.6411758e+000
6 0.0000000e+000 -3.7223596e+000
7 0.0000000e+000 -3.6747108e+000
8 0.0000000e+000 -3.5946098e+000
9 0.0000000e+000 -3.5243433e+000
10 0.0000000e+000 -3.4973927e+000
11 0.0000000e+000 -3.5548866e+000
12 0.0000000e+000 -3.6889163e+000
13 0.0000000e+000 -3.8994272e+000
14 0.0000000e+000 -4.1857728e+000
15 0.0000000e+000 -4.5565864e+000
16 0.0000000e+000 -5.0111186e+000
17 0.0000000e+000 -5.5358653e+000
18 0.0000000e+000 -6.0922283e+000
19 0.0000000e+000 -6.6132629e+000
20 0.0000000e+000 -7.0104916e+000
21 0.0000000e+000 -7.1946405e+000
22 0.0000000e+000 -7.0939709e+000
23 0.0000000e+000 -6.6793966e+000
24 0.0000000e+000 -5.9753798e+000
25 0.0000000e+000 -5.0594069e+000
26 0.0000000e+000 -4.0432819e+000
27 0.0000000e+000 -3.0603454e+000
28 0.0000000e+000 -2.2291065e+000
29 0.0000000e+000 -1.6252825e+000
30 0.0000000e+000 -1.2767433e+000
31 0.0000000e+000 -1.1629639e+000
32 0.0000000e+000 -1.2295530e+000
33 0.0000000e+000 -1.4082279e+000
34 0.0000000e+000 -1.6322524e+000
35 0.0000000e+000 -1.8481302e+000
36 0.0000000e+000 -2.0229457e+000
37 0.0000000e+000 -2.1420223e+000
38 0.0000000e+000 -2.2099948e+000
39 0.0000000e+000 -2.2379546e+000
40 0.0000000e+000 -2.2379627e+000
41 0.0000000e+000 -2.2201561e+000
42 0.0000000e+000 -2.1907438e+000
43 0.0000000e+000 -2.1529141e+000
44 0.0000000e+000 -2.1070791e+000
45 0.0000000e+000 -2.0529792e+000
46 0.0000000e+000 -1.9899455e+000
47 0.0000000e+000 -1.9183066e+000
48 0.0000000e+000 -1.8391223e+000
49 0.0000000e+000 -1.7549491e+000
50 0.0000000e+000 -1.6688047e+000
51 0.0000000e+000 -1.5841500e+000
52 0.0000000e+000 -1.5043208e+000
53 0.0000000e+000 -1.4320616e+000
54 0.0000000e+000 -1.3691989e+000
55 0.0000000e+000 -1.3166494e+000
56 0.0000000e+000 -1.2741787e+000
57 0.0000000e+000 -1.2408965e+000
58 0.0000000e+000 -1.2152131e+000
59 0.0000000e+000 -1.1952005e+000
60 0.0000000e+000 -1.1789405e+000
61 0.0000000e+000 -1.1648275e+000
62 0.0000000e+000 -1.1514167e+000
63 0.0000000e+000 -1.1378837e+000
64 0.0000000e+000 -1.1236712e+000
65 0.0000000e+000 -1.1087708e+000
66 0.0000000e+000 -1.0933039e+000
67 0.0000000e+000 -1.0777407e+000
68 0.0000000e+000 -1.0624952e+000
69 0.0000000e+000 -1.0481114e+000
70 0.0000000e+000 -1.0349047e+000
71 0.0000000e+000 -1.0232111e+000
72 0.0000000e+000 -1.0130905e+000
73 0.0000000e+000 -1.0046004e+000
74 0.0000000e+000 -9.9755243e-001
75 0.0000000e+000 -9.9180210e-001
76 0.0000000e+000 -9.8704100e-001
77 0.0000000e+000 -9.8306651e-001
78 0.0000000e+000 -9.7957851e-001
79 0.0000000e+000 -9.7642418e-001
80 0.0000000e+000 -9.7340013e-001
81 0.0000000e+000 -9.7045670e-001
82 0.0000000e+000 -9.6750248e-001
83 0.0000000e+000 -9.6457146e-001
84 0.0000000e+000 -9.6164587e-001
85 0.0000000e+000 -9.5882294e-001
86 0.0000000e+000 -9.5610171e-001
87 0.0000000e+000 -9.5358768e-001
88 0.0000000e+000 -9.5127005e-001
89 0.0000000e+000 -9.4922262e-001
90 0.0000000e+000 -9.4740622e-001
91 0.0000000e+000 -9.4586290e-001
92 0.0000000e+000 -9.4453180e-001
93 0.0000000e+000 -9.4342622e-001
94 0.0000000e+000 -9.4247621e-001
95 0.0000000e+000 -9.4168739e-001
96 0.0000000e+000 -9.4098616e-001
97 0.0000000e+000 -9.4037798e-001
98 0.0000000e+000 -9.3980343e-001
99 0.0000000e+000 -9.3927354e-001
100 0.0000000e+000 -9.3874857e-001
101 0.0000000e+000 -9.3825226e-001
102 0.0000000e+000 -9.3775863e-001
103 0.0000000e+000 -9.3729808e-001
104 0.0000000e+000 -9.3684396e-001
105 0.0000000e+000 -9.3642889e-001
106 0.0000000e+000 -9.3602834e-001
107 0.0000000e+000 -9.3567097e-001
108 0.0000000e+000 -9.3533613e-001
109 0.0000000e+000 -9.3504627e-001
110 0.0000000e+000 -9.3478442e-001
111 0.0000000e+000 -9.3456063e-001
112 0.0000000e+000 -9.3436164e-001
113 0.0000000e+000 -9.3418935e-001
114 0.0000000e+000 -9.3403547e-001
115 0.0000000e+000 -9.3389691e-001
116 0.0000000e+000 -9.3377138e-001
117 0.0000000e+000 -9.3365481e-001
118 0.0000000e+000 -9.3354688e-001
119 0.0000000e+000 -9.3344556e-001
120 0.0000000e+000 -9.3335067e-001
121 0.0000000e+000 -9.3325657e-001
122 0.0000000e+000 -9.3316931e-001
123 0.0000000e+000 -9.3308105e-001
124 0.0000000e+000 -9.3300274e-001
125 0.0000000e+000 -9.3292649e-001
126 0.0000000e+000 -9.3286218e-001
127 0.0000000e+000 -9.3279988e-001
128 0.0000000e+000 -9.3274748e-001
129 0.0000000e+000 -9.3269114e-001
130 0.0000000e+000 -9.3264582e-001
131 0.0000000e+000 -9.3259969e-001
132 0.0000000e+000 -9.3256767e-001
133 0.0000000e+000 -9.3253380e-001
134 0.0000000e+000 -9.3251284e-001
135 0.0000000e+000 -9.3248579e-001
136 0.0000000e+000 -9.3246655e-001
137 0.0000000e+000 -9.3243823e-001
138 0.0000000e+000 -9.3241782e-001
139 0.0000000e+000 -9.3239350e-001
140 0.0000000e+000 -9.3238017e-001
141 0.0000000e+000 -9.3236387e-001
142 0.0000000e+000 -9.3235343e-001
143 0.0000000e+000 -9.3233490e-001
144 0.0000000e+000 -9.3232223e-001
145 0.0000000e+000 -9.3230158e-001
146 0.0000000e+000 -9.3228894e-001
147 0.0000000e+000 -9.3227244e-001
148 0.0000000e+000 -9.3226695e-001
149 0.0000000e+000 -9.3225352e-001
150 0.0000000e+000 -9.3224902e-001
151 0.0000000e+000 -9.3223752e-001
152 0.0000000e+000 -9.3223194e-001
153 0.0000000e+000 -9.3222140e-001
154 0.0000000e+000 -9.3221983e-001
155 0.0000000e+000 -9.3221232e-001
156 0.0000000e+000 -9.3221279e-001
157 0.0000000e+000 -9.3220533e-001
158 0.0000000e+000 -9.3220581e-001
159 0.0000000e+000 -9.3219831e-001
160 0.0000000e+000 -9.3219869e-001
161 0.0000000e+000 -9.3219007e-001
162 0.0000000e+000 -9.3219039e-001
163 0.0000000e+000 -9.3218481e-001
164 0.0000000e+000 -9.3218527e-001
165 0.0000000e+000 -9.3217884e-001
166 0.0000000e+000 -9.3217737e-001
167 0.0000000e+000 -9.3217089e-001
168 0.0000000e+000 -9.3216827e-001
169 0.0000000e+000 -9.3216268e-001
170 0.0000000e+000 -9.3216207e-001
171 0.0000000e+000 -9.3215860e-001
172 0.0000000e+000 -9.3216115e-001
